name,province,region,English,French,both,either,neither,total,engperc,frenperc
Dorion TP,pr35,Ontario,340,20,20,340,0,340,100,5.882352941
Red Rock,pr35,Ontario,940,60,60,940,0,940,100,6.382978723
Nipigon,pr35,Ontario,1600,100,100,1600,0,1600,100,6.25
Schreiber,pr35,Ontario,1125,85,85,1125,0,1125,100,7.555555556
Terrace Bay,pr35,Ontario,1445,165,165,1445,0,1445,100,11.41868512
Marathon,pr35,Ontario,3315,550,540,3325,5,3330,99.54954955,16.51651652
Pic Mobert North,pr35,Ontario,190,0,0,190,0,190,100,0
Pic Mobert South,pr35,Ontario,95,0,0,95,0,95,100,0
Pic River 50,pr35,Ontario,400,15,15,400,0,400,100,3.75
Pays Plat 51,pr35,Ontario,75,0,0,75,0,75,100,0
Lake Helen 53A,pr35,Ontario,300,0,0,300,0,300,100,0
Gull River 55,pr35,Ontario,210,0,0,210,5,215,97.6744186,0
Manitouwadge,pr35,Ontario,2070,455,430,2095,5,2100,98.57142857,21.66666667
Ginoogaming First Nation,pr35,Ontario,170,5,5,170,0,170,100,2.941176471
Long Lake 58,pr35,Ontario,370,5,5,370,0,370,100,1.351351351
Rocky Bay 1,pr35,Ontario,180,5,5,180,0,180,100,2.777777778
Greenstone,pr35,Ontario,4580,1640,1520,4700,10,4710,97.23991507,34.81953291
Aroland 83,pr35,Ontario,360,0,0,360,0,360,100,0
Ojibway Nation of Saugeen (Savant Lake),pr35,Ontario,100,0,0,100,0,100,100,0
Osnaburgh 63A,pr35,Ontario,145,0,0,145,5,150,96.66666667,0
"Thunder Bay, Unorganized",pr35,Ontario,5875,430,410,5895,10,5905,99.49195597,7.281964437
Whitesand,pr35,Ontario,260,0,0,260,5,265,98.11320755,0
Atikokan,pr35,Ontario,2750,150,145,2755,5,2760,99.63768116,5.434782609
Alberton,pr35,Ontario,865,40,40,865,0,865,100,4.624277457
Fort Frances,pr35,Ontario,7775,340,335,7780,10,7790,99.80744544,4.364569961
La Vallee,pr35,Ontario,985,35,35,985,0,985,100,3.553299492
Emo,pr35,Ontario,1235,45,45,1235,5,1240,99.59677419,3.629032258
Chapple,pr35,Ontario,735,10,10,735,0,735,100,1.360544218
Manitou Rapids 11,pr35,Ontario,310,0,0,310,0,310,100,0
Morley,pr35,Ontario,475,15,15,475,0,475,100,3.157894737
Dawson,pr35,Ontario,560,30,30,560,0,560,100,5.357142857
Rainy River,pr35,Ontario,825,25,25,825,0,825,100,3.03030303
Big Grassy River 35G,pr35,Ontario,245,0,0,245,5,250,98,0
Neguaguon Lake 25D,pr35,Ontario,190,0,0,190,0,190,100,0
Rainy Lake 18C,pr35,Ontario,95,0,0,95,0,95,100,0
Couchiching 16A,pr35,Ontario,795,5,5,795,0,795,100,0.628930818
Rainy Lake 26A,pr35,Ontario,160,0,0,160,0,160,100,0
Seine River 23A,pr35,Ontario,270,0,0,270,0,270,100,0
Rainy Lake 17A,pr35,Ontario,215,0,0,215,0,215,100,0
"Rainy River, Unorganized",pr35,Ontario,1155,50,50,1155,5,1160,99.56896552,4.310344828
Ignace,pr35,Ontario,1200,165,160,1205,0,1205,99.58506224,13.69294606
Whitefish Bay 32A,pr35,Ontario,660,5,5,660,0,660,100,0.757575758
Whitefish Bay 33A,pr35,Ontario,80,0,0,80,0,80,100,0
Sioux Narrows-Nestor Falls,pr35,Ontario,720,45,45,720,0,720,100,6.25
Kenora,pr35,Ontario,15050,1025,1020,15055,10,15065,99.90043146,6.803849983
Machin,pr35,Ontario,935,65,60,940,0,940,99.46808511,6.914893617
Eagle Lake 27,pr35,Ontario,225,0,0,225,0,225,100,0
Dryden,pr35,Ontario,7475,480,475,7480,15,7495,99.73315544,6.404269513
Ear Falls,pr35,Ontario,1025,65,60,1030,0,1030,99.51456311,6.310679612
Sioux Lookout,pr35,Ontario,4960,235,230,4965,25,4990,99.3987976,4.709418838
Red Lake,pr35,Ontario,4315,355,355,4315,15,4330,99.65357968,8.198614319
Slate Falls,pr35,Ontario,180,0,0,180,5,185,97.2972973,0
Pickle Lake,pr35,Ontario,420,20,15,425,5,430,97.6744186,4.651162791
Fort Albany (Part) 67,pr35,Ontario,1505,0,0,1505,15,1520,99.01315789,0
Cat Lake 63C,pr35,Ontario,475,0,0,475,20,495,95.95959596,0
Osnaburgh 63B,pr35,Ontario,405,0,0,405,15,420,96.42857143,0
Lac Seul 28,pr35,Ontario,875,5,5,875,5,880,99.43181818,0.568181818
Wabigoon Lake 27,pr35,Ontario,185,5,5,185,0,185,100,2.702702703
English River 21,pr35,Ontario,640,0,0,640,5,645,99.2248062,0
Wabaseemoong,pr35,Ontario,825,5,5,825,10,835,98.80239521,0.598802395
Sabaskong Bay 35D,pr35,Ontario,385,0,0,385,0,385,100,0
Shoal Lake 34B2,pr35,Ontario,95,0,0,95,0,95,100,0
Lake Of The Woods 37,pr35,Ontario,45,0,0,45,0,45,100,0
Kenora 38B,pr35,Ontario,400,5,5,400,0,400,100,1.25
Shoal Lake (Part) 39A,pr35,Ontario,385,0,0,385,0,385,100,0
Sandy Lake 88,pr35,Ontario,1825,0,0,1825,35,1860,98.11827957,0
Kitchenuhmaykoosib Aaki 84 (Big Trout Lake),pr35,Ontario,855,0,0,855,50,905,94.47513812,0
Fort Severn 89,pr35,Ontario,295,0,0,295,35,330,89.39393939,0
North Spirit Lake,pr35,Ontario,260,0,0,260,5,265,98.11320755,0
Shoal Lake 40,pr35,Ontario,100,0,0,100,0,100,100,0
Whitefish Bay 34A,pr35,Ontario,125,0,0,125,0,125,100,0
Wabauskang 21,pr35,Ontario,75,0,0,75,0,75,100,0
Wapekeka 2,pr35,Ontario,350,0,0,350,20,370,94.59459459,0
The Dalles 38C,pr35,Ontario,195,0,0,195,0,195,100,0
"Kenora, Unorganized",pr35,Ontario,7010,470,460,7020,5,7025,99.78647687,6.690391459
Peawanuck,pr35,Ontario,210,0,0,210,30,240,87.5,0
Muskrat Dam Lake,pr35,Ontario,255,0,0,255,10,265,96.22641509,0
Kee-Way-Win,pr35,Ontario,335,5,5,335,5,340,98.52941176,1.470588235
Stuartburn,pr46,Prairies,1480,70,70,1480,15,1495,98.99665552,4.682274247
Piney,pr46,Prairies,1710,225,225,1710,5,1715,99.70845481,13.11953353
Reynolds,pr46,Prairies,1280,120,120,1280,10,1290,99.2248062,9.302325581
Whitemouth,pr46,Prairies,1515,55,55,1515,5,1520,99.67105263,3.618421053
Pinawa,pr46,Prairies,1435,95,95,1435,5,1440,99.65277778,6.597222222
Lac du Bonnet,pr46,Prairies,2535,190,190,2535,0,2535,100,7.495069034
Lac du Bonnet,pr46,Prairies,1300,85,85,1300,0,1300,100,6.538461538
Buffalo Point 36,pr46,Prairies,165,20,20,165,0,165,100,12.12121212
Alexander,pr46,Prairies,2975,545,540,2980,0,2980,99.83221477,18.2885906
Powerview-Pine Falls,pr46,Prairies,1290,250,245,1295,5,1300,99.23076923,19.23076923
Victoria Beach,pr46,Prairies,375,55,55,375,0,375,100,14.66666667
"Division No.  1, Unorganized",pr46,Prairies,970,90,85,975,0,975,99.48717949,9.230769231
Franklin,pr46,Prairies,1755,180,175,1760,15,1775,98.87323944,10.14084507
De Salaberry,pr46,Prairies,3340,1580,1540,3380,20,3400,98.23529412,46.47058824
St-Pierre-Jolys,pr46,Prairies,1055,695,670,1080,5,1085,97.23502304,64.05529954
Hanover,pr46,Prairies,13480,500,500,13480,505,13985,96.3889882,3.575259206
Steinbach,pr46,Prairies,13110,550,540,13120,215,13335,98.31271091,4.124484439
Niverville,pr46,Prairies,3515,250,250,3515,15,3530,99.57507082,7.082152975
La Broquerie,pr46,Prairies,4900,1115,1085,4930,265,5195,94.32146295,21.46294514
Ste. Anne,pr46,Prairies,4600,1245,1220,4625,65,4690,98.08102345,26.54584222
Ste. Anne,pr46,Prairies,1600,830,805,1625,0,1625,98.46153846,51.07692308
Taché,pr46,Prairies,10100,2670,2600,10170,110,10280,98.24902724,25.97276265
Ritchot,pr46,Prairies,5390,2105,2070,5425,15,5440,99.08088235,38.69485294
Montcalm,pr46,Prairies,1280,690,670,1300,10,1310,97.70992366,52.67175573
Emerson,pr46,Prairies,655,50,50,655,0,655,100,7.633587786
Rhineland,pr46,Prairies,4190,75,75,4190,180,4370,95.88100686,1.71624714
Gretna,pr46,Prairies,535,20,20,535,20,555,96.3963964,3.603603604
Altona,pr46,Prairies,3900,130,125,3905,85,3990,97.7443609,3.258145363
Plum Coulee,pr46,Prairies,795,10,10,795,45,840,94.64285714,1.19047619
Stanley,pr46,Prairies,7825,115,110,7830,525,8355,93.65649312,1.376421305
Winkler,pr46,Prairies,9995,155,150,10000,485,10485,95.32665713,1.478302337
Morden,pr46,Prairies,7560,435,435,7560,115,7675,98.50162866,5.667752443
Thompson,pr46,Prairies,1375,35,35,1375,20,1395,98.56630824,2.508960573
Roland,pr46,Prairies,1040,25,20,1045,15,1060,98.11320755,2.358490566
Morris,pr46,Prairies,2935,235,225,2945,55,3000,97.83333333,7.833333333
Morris,pr46,Prairies,1745,200,200,1745,5,1750,99.71428571,11.42857143
Dufferin,pr46,Prairies,2345,150,140,2355,40,2395,97.91231733,6.263048017
Carman,pr46,Prairies,2935,120,120,2935,5,2940,99.82993197,4.081632653
Pembina,pr46,Prairies,1530,100,100,1530,30,1560,98.07692308,6.41025641
Manitou,pr46,Prairies,775,30,30,775,0,775,100,3.870967742
Louise,pr46,Prairies,905,15,15,905,10,915,98.90710383,1.639344262
Pilot Mound,pr46,Prairies,580,20,20,580,0,580,100,3.448275862
Crystal City,pr46,Prairies,380,10,10,380,0,380,100,2.631578947
Roblin,pr46,Prairies,895,5,5,895,35,930,96.23655914,0.537634409
Cartwright,pr46,Prairies,295,5,5,295,5,300,98.33333333,1.666666667
Argyle,pr46,Prairies,1025,65,65,1025,15,1040,98.55769231,6.25
Lorne,pr46,Prairies,1835,555,535,1855,35,1890,97.08994709,29.36507937
Somerset,pr46,Prairies,430,230,230,430,0,430,100,53.48837209
Swan Lake  7,pr46,Prairies,370,0,0,370,0,370,100,0
Killarney - Turtle Mountain,pr46,Prairies,3145,85,80,3150,10,3160,99.52531646,2.689873418
Morton,pr46,Prairies,700,10,10,700,0,700,100,1.428571429
Boissevain,pr46,Prairies,1495,30,30,1495,5,1500,99.66666667,2
Winchester,pr46,Prairies,505,10,10,505,0,505,100,1.98019802
Deloraine,pr46,Prairies,930,25,25,930,0,930,100,2.688172043
Brenda,pr46,Prairies,475,10,10,475,0,475,100,2.105263158
Waskada,pr46,Prairies,185,5,5,185,0,185,100,2.702702703
Arthur,pr46,Prairies,415,5,5,415,0,415,100,1.204819277
Melita,pr46,Prairies,1045,20,20,1045,0,1045,100,1.913875598
Edward,pr46,Prairies,570,10,10,570,0,570,100,1.754385965
Albert,pr46,Prairies,325,5,5,325,0,325,100,1.538461538
Cameron,pr46,Prairies,420,25,25,420,5,425,98.82352941,5.882352941
Hartney,pr46,Prairies,390,20,20,390,0,390,100,5.128205128
Whitewater,pr46,Prairies,640,10,10,640,5,645,99.2248062,1.550387597
Riverside,pr46,Prairies,765,40,40,765,5,770,99.35064935,5.194805195
Strathcona,pr46,Prairies,640,15,15,640,0,640,100,2.34375
Sifton,pr46,Prairies,790,40,40,790,0,790,100,5.063291139
Oak Lake,pr46,Prairies,385,15,15,385,0,385,100,3.896103896
Pipestone,pr46,Prairies,1420,60,60,1420,0,1420,100,4.225352113
Wallace,pr46,Prairies,1515,30,30,1515,10,1525,99.3442623,1.967213115
Canupawakpa Dakota First Nation (Oak Lake 59),pr46,Prairies,290,0,0,290,0,290,100,0
Elkhorn,pr46,Prairies,445,5,5,445,0,445,100,1.123595506
Virden,pr46,Prairies,3005,90,90,3005,10,3015,99.66832504,2.985074627
Woodworth,pr46,Prairies,860,30,30,860,0,860,100,3.488372093
South Cypress,pr46,Prairies,800,30,25,805,30,835,95.80838323,3.592814371
Glenboro,pr46,Prairies,620,20,20,620,0,620,100,3.225806452
Oakland,pr46,Prairies,1050,60,60,1050,10,1060,99.05660377,5.660377358
Wawanesa,pr46,Prairies,540,35,30,545,0,545,99.08256881,6.422018349
Glenwood,pr46,Prairies,590,10,10,590,15,605,97.52066116,1.652892562
Souris,pr46,Prairies,1785,50,50,1785,0,1785,100,2.801120448
Whitehead,pr46,Prairies,1525,55,55,1525,0,1525,100,3.606557377
Cornwallis,pr46,Prairies,4335,415,405,4345,30,4375,99.08571429,9.485714286
Brandon,pr46,Prairies,44100,2375,2345,44130,1205,45335,97.27583545,5.238777986
North Cypress,pr46,Prairies,1825,50,50,1825,25,1850,98.64864865,2.702702703
Carberry,pr46,Prairies,1610,45,40,1615,20,1635,98.47094801,2.752293578
Elton,pr46,Prairies,1245,50,50,1245,10,1255,99.20318725,3.984063745
Daly,pr46,Prairies,825,25,25,825,5,830,99.39759036,3.012048193
Rivers,pr46,Prairies,1145,30,30,1145,5,1150,99.56521739,2.608695652
South Norfolk,pr46,Prairies,1110,285,285,1110,15,1125,98.66666667,25.33333333
Notre Dame de Lourdes,pr46,Prairies,600,475,460,615,0,615,97.56097561,77.23577236
Treherne,pr46,Prairies,585,50,50,585,10,595,98.31932773,8.403361345
Victoria,pr46,Prairies,1120,90,90,1120,0,1120,100,8.035714286
North Norfolk,pr46,Prairies,2760,65,65,2760,30,2790,98.92473118,2.329749104
MacGregor,pr46,Prairies,935,45,45,935,0,935,100,4.812834225
Lansdowne,pr46,Prairies,720,10,10,720,0,720,100,1.388888889
Westbourne,pr46,Prairies,1835,25,25,1835,30,1865,98.39142091,1.340482574
Gladstone,pr46,Prairies,805,15,15,805,5,810,99.38271605,1.851851852
Lakeview,pr46,Prairies,315,10,10,315,0,315,100,3.174603175
Sandy Bay 5,pr46,Prairies,2495,0,0,2495,15,2510,99.40239044,0
Glenella,pr46,Prairies,500,15,10,505,25,530,94.33962264,2.830188679
Grey,pr46,Prairies,2005,450,440,2015,10,2025,99.01234568,22.22222222
St. Claude,pr46,Prairies,555,335,330,560,0,560,99.10714286,59.82142857
Portage la Prairie,pr46,Prairies,6470,405,405,6470,50,6520,99.23312883,6.211656442
Long Plain 6,pr46,Prairies,1080,0,0,1080,0,1080,100,0
Dakota Tipi 1,pr46,Prairies,165,0,0,165,0,165,100,0
Portage la Prairie,pr46,Prairies,12380,710,700,12390,25,12415,99.71808296,5.718888441
Macdonald,pr46,Prairies,6265,585,580,6270,5,6275,99.84063745,9.322709163
Cartier,pr46,Prairies,3105,535,530,3110,45,3155,98.41521395,16.95721078
St. françois Xavier,pr46,Prairies,1235,175,175,1235,5,1240,99.59677419,14.11290323
Winnipeg,pr46,Prairies,646185,68200,67275,647110,8485,655595,98.56466263,10.4027639
Headingley,pr46,Prairies,2595,215,215,2595,5,2600,99.80769231,8.269230769
Springfield,pr46,Prairies,13950,1175,1175,13950,80,14030,99.4297933,8.374910905
Brokenhead,pr46,Prairies,4625,250,250,4625,5,4630,99.89200864,5.399568035
Beausejour,pr46,Prairies,3015,175,175,3015,5,3020,99.83443709,5.794701987
East St. Paul,pr46,Prairies,9020,610,605,9025,20,9045,99.7236042,6.74405749
West St. Paul,pr46,Prairies,4720,330,325,4725,20,4745,99.47312961,6.954689146
St. Andrews,pr46,Prairies,11845,600,600,11845,20,11865,99.831437,5.056890013
Selkirk,pr46,Prairies,9335,385,385,9335,10,9345,99.8929909,4.119850187
Dunnottar,pr46,Prairies,695,40,40,695,0,695,100,5.755395683
St. Clements,pr46,Prairies,10475,640,635,10480,20,10500,99.76190476,6.095238095
Rosser,pr46,Prairies,1340,50,50,1340,10,1350,99.25925926,3.703703704
Woodlands,pr46,Prairies,3520,155,155,3520,5,3525,99.85815603,4.397163121
Rockwood,pr46,Prairies,7395,265,260,7400,25,7425,99.5959596,3.569023569
Stonewall,pr46,Prairies,4475,215,215,4475,0,4475,100,4.804469274
Teulon,pr46,Prairies,1095,25,25,1095,0,1095,100,2.283105023
Langford,pr46,Prairies,765,30,30,765,0,765,100,3.921568627
Neepawa,pr46,Prairies,3475,65,65,3475,30,3505,99.14407989,1.854493581
Odanah,pr46,Prairies,520,10,10,520,10,530,98.11320755,1.886792453
Saskatchewan,pr46,Prairies,570,25,25,570,0,570,100,4.385964912
Rapid City,pr46,Prairies,415,10,10,415,0,415,100,2.409638554
Blanshard,pr46,Prairies,525,10,10,525,0,525,100,1.904761905
Hamiota,pr46,Prairies,425,15,15,425,0,425,100,3.529411765
Hamiota,pr46,Prairies,830,15,15,830,0,830,100,1.807228916
Miniota,pr46,Prairies,865,15,15,865,5,870,99.42528736,1.724137931
Birdtail Creek 57,pr46,Prairies,410,5,5,410,0,410,100,1.219512195
Archie,pr46,Prairies,320,5,5,320,0,320,100,1.5625
Ellice,pr46,Prairies,385,175,170,390,0,390,98.71794872,44.87179487
St-Lazare,pr46,Prairies,245,165,165,245,0,245,100,67.34693878
Birtle,pr46,Prairies,630,45,40,635,0,635,99.21259843,7.086614173
Birtle,pr46,Prairies,635,50,45,640,0,640,99.21875,7.8125
Shoal Lake,pr46,Prairies,1190,30,30,1190,0,1190,100,2.521008403
Strathclair,pr46,Prairies,745,15,15,745,0,745,100,2.013422819
Keeseekoowenin 61,pr46,Prairies,455,5,5,455,0,455,100,1.098901099
Harrison,pr46,Prairies,825,15,15,825,0,825,100,1.818181818
Minto,pr46,Prairies,640,30,30,640,5,645,99.2248062,4.651162791
Minnedosa,pr46,Prairies,2530,85,85,2530,5,2535,99.80276134,3.353057199
Rosedale,pr46,Prairies,1605,25,25,1605,20,1625,98.76923077,1.538461538
Clanwilliam,pr46,Prairies,415,15,15,415,0,415,100,3.614457831
Erickson,pr46,Prairies,460,15,15,460,5,465,98.92473118,3.225806452
Park (South),pr46,Prairies,935,45,45,935,0,935,100,4.812834225
Rossburn,pr46,Prairies,490,15,15,490,0,490,100,3.06122449
Rossburn,pr46,Prairies,520,10,10,520,0,520,100,1.923076923
Silver Creek,pr46,Prairies,460,5,5,460,0,460,100,1.086956522
Russell,pr46,Prairies,455,15,15,455,0,455,100,3.296703297
Gambler 63,pr46,Prairies,75,5,5,75,0,75,100,6.666666667
Binscarth,pr46,Prairies,425,30,30,425,5,430,98.8372093,6.976744186
Russell,pr46,Prairies,1620,55,55,1620,0,1620,100,3.395061728
Shellmouth-Boulton,pr46,Prairies,935,35,35,935,0,935,100,3.743315508
Hillsburg,pr46,Prairies,420,0,0,420,0,420,100,0
Shell River,pr46,Prairies,1085,40,40,1085,0,1085,100,3.686635945
Roblin,pr46,Prairies,1715,60,60,1715,0,1715,100,3.498542274
Alonsa,pr46,Prairies,1260,60,60,1260,5,1265,99.60474308,4.743083004
Ebb and Flow 52,pr46,Prairies,1300,5,5,1300,0,1300,100,0.384615385
McCreary,pr46,Prairies,475,50,50,475,0,475,100,10.52631579
McCreary,pr46,Prairies,445,35,35,445,0,445,100,7.865168539
Ste. Rose,pr46,Prairies,765,340,335,770,0,770,99.35064935,44.15584416
Ste. Rose du Lac,pr46,Prairies,925,250,245,930,0,930,99.46236559,26.88172043
Ochre River,pr46,Prairies,940,65,65,940,0,940,100,6.914893617
Dauphin,pr46,Prairies,2195,115,115,2195,5,2200,99.77272727,5.227272727
Dauphin,pr46,Prairies,8070,420,415,8075,0,8075,99.9380805,5.20123839
Gilbert Plains,pr46,Prairies,810,10,10,810,0,810,100,1.234567901
Gilbert Plains,pr46,Prairies,785,20,20,785,0,785,100,2.547770701
Grandview,pr46,Prairies,655,20,20,655,0,655,100,3.053435115
Grandview,pr46,Prairies,795,20,20,795,5,800,99.375,2.5
Ethelbert,pr46,Prairies,360,10,10,360,0,360,100,2.777777778
Ethelbert,pr46,Prairies,275,0,0,275,0,275,100,0
Mossey River,pr46,Prairies,545,15,15,545,0,545,100,2.752293578
Winnipegosis,pr46,Prairies,615,15,15,615,0,615,100,2.43902439
Lawrence,pr46,Prairies,455,40,40,455,0,455,100,8.791208791
Gimli,pr46,Prairies,5740,230,225,5745,10,5755,99.73935708,3.996524761
Winnipeg Beach,pr46,Prairies,1010,55,55,1010,5,1015,99.50738916,5.418719212
Armstrong,pr46,Prairies,1825,50,50,1825,10,1835,99.45504087,2.72479564
St. Laurent,pr46,Prairies,1295,440,435,1300,0,1300,99.61538462,33.84615385
Coldwell,pr46,Prairies,1330,50,50,1330,0,1330,100,3.759398496
Eriksdale,pr46,Prairies,845,10,10,845,0,845,100,1.183431953
Siglunes,pr46,Prairies,1360,50,50,1360,0,1360,100,3.676470588
Grahamdale,pr46,Prairies,1350,40,40,1350,0,1350,100,2.962962963
Little Saskatchewan 48,pr46,Prairies,395,0,0,395,0,395,100,0
Fairford 50,pr46,Prairies,990,20,20,990,0,990,100,2.02020202
Fisher,pr46,Prairies,1670,75,70,1675,5,1680,99.4047619,4.464285714
Bifrost,pr46,Prairies,2910,45,45,2910,55,2965,98.1450253,1.517706577
Arborg,pr46,Prairies,1100,25,25,1100,5,1105,99.54751131,2.262443439
Riverton,pr46,Prairies,530,5,5,530,0,530,100,0.943396226
"Division No. 18, Unorganized, East Part",pr46,Prairies,130,10,10,130,0,130,100,7.692307692
"Division No. 19, Unorganized",pr46,Prairies,2940,95,95,2940,10,2950,99.66101695,3.220338983
Fort Alexander 3,pr46,Prairies,2095,5,5,2095,0,2095,100,0.238663484
Little Grand Rapids 14,pr46,Prairies,795,5,5,795,50,845,94.08284024,0.591715976
Bloodvein 12,pr46,Prairies,640,5,5,640,5,645,99.2248062,0.775193798
Hole or Hollow Water 10,pr46,Prairies,625,0,0,625,0,625,100,0
Black River 9,pr46,Prairies,520,0,0,520,0,520,100,0
Fisher River 44,pr46,Prairies,1160,5,5,1160,0,1160,100,0.431034483
Peguis 1B,pr46,Prairies,2605,5,5,2605,0,2605,100,0.19193858
Jackhead 43,pr46,Prairies,225,0,0,225,0,225,100,0
The Narrows 49,pr46,Prairies,825,0,0,825,0,825,100,0
Crane River 51,pr46,Prairies,485,0,0,485,0,485,100,0
Waterhen 45,pr46,Prairies,380,0,0,380,0,380,100,0
Pine Creek 66A,pr46,Prairies,690,5,5,690,0,690,100,0.724637681
Swan Lake 65C,pr46,Prairies,45,0,0,45,0,45,100,0
Shoal River Indian Reserve 65A,pr46,Prairies,800,0,0,800,0,800,100,0
Poplar River 16,pr46,Prairies,840,0,0,840,0,840,100,0
Berens River 13,pr46,Prairies,1025,5,5,1025,0,1025,100,0.487804878
Pauingassi First Nation,pr46,Prairies,350,0,0,350,40,390,89.74358974,0
Mountain (South),pr46,Prairies,465,10,10,465,0,465,100,2.150537634
Minitonas,pr46,Prairies,995,25,25,995,0,995,100,2.512562814
Minitonas,pr46,Prairies,520,15,15,520,0,520,100,2.884615385
Swan River,pr46,Prairies,2535,95,95,2535,5,2540,99.80314961,3.74015748
Benito,pr46,Prairies,360,5,5,360,0,360,100,1.388888889
Swan River,pr46,Prairies,3760,125,125,3760,5,3765,99.86719788,3.320053121
Bowsman,pr46,Prairies,300,5,5,300,0,300,100,1.666666667
Mountain (North),pr46,Prairies,635,10,10,635,0,635,100,1.57480315
"Division No. 20, Unorganized, South Part",pr46,Prairies,80,0,0,80,0,80,100,0
"Division No. 20, Unorganized, North Part",pr46,Prairies,125,5,5,125,0,125,100,4
Grand Rapids,pr46,Prairies,240,5,5,240,0,240,100,2.083333333
Grand Rapids 33,pr46,Prairies,715,0,0,715,0,715,100,0
Chemawawin 2,pr46,Prairies,1130,0,0,1130,5,1135,99.55947137,0
Opaskwayak Cree Nation 21A,pr46,Prairies,180,0,0,180,0,180,100,0
Opaskwayak Cree Nation 21I,pr46,Prairies,165,5,5,165,0,165,100,3.03030303
Opaskwayak Cree Nation 21E,pr46,Prairies,2295,0,0,2295,0,2295,100,0
The Pas,pr46,Prairies,5435,300,300,5435,5,5440,99.90808824,5.514705882
Kelsey,pr46,Prairies,2270,125,125,2270,0,2270,100,5.50660793
Moose Lake 31A,pr46,Prairies,965,0,0,965,0,965,100,0
Flin Flon,pr46,Prairies,5275,265,260,5280,0,5280,99.90530303,5.018939394
Snow Lake,pr46,Prairies,720,15,15,720,0,720,100,2.083333333
"Division No. 21, Unorganized",pr46,Prairies,1755,70,70,1755,0,1755,100,3.988603989
Thompson,pr46,Prairies,12695,890,885,12700,50,12750,99.56862745,6.980392157
"Division No. 22, Unorganized",pr46,Prairies,2190,70,70,2190,20,2210,99.09502262,3.167420814
Garden Hill First Nation,pr46,Prairies,2720,10,10,2720,55,2775,98.01801802,0.36036036
God s Lake 23,pr46,Prairies,1335,0,0,1335,5,1340,99.62686567,0
Oxford House 24,pr46,Prairies,1805,0,0,1805,65,1870,96.52406417,0
Cross Lake 19,pr46,Prairies,1735,5,0,1740,5,1745,99.4269341,0.286532951
Cross Lake 19A,pr46,Prairies,1925,5,5,1925,5,1930,99.74093264,0.259067358
God s River 86A,pr46,Prairies,590,0,0,590,10,600,98.33333333,0
Red Sucker Lake 1976,pr46,Prairies,765,0,0,765,15,780,98.07692308,0
Norway House 17,pr46,Prairies,4725,5,5,4725,5,4730,99.89429175,0.105708245
Nelson House 170,pr46,Prairies,2350,10,10,2350,10,2360,99.57627119,0.423728814
Split Lake (Part) 171,pr46,Prairies,2100,5,5,2100,5,2105,99.76247031,0.237529691
Ilford,pr46,Prairies,140,0,0,140,0,140,100,0
York Landing,pr46,Prairies,440,0,0,440,5,445,98.87640449,0
Cross Lake 19E,pr46,Prairies,695,0,0,695,0,695,100,0
St. Theresa Point,pr46,Prairies,2810,10,10,2810,60,2870,97.90940767,0.348432056
Gillam,pr46,Prairies,1280,50,50,1280,0,1280,100,3.90625
Leaf Rapids,pr46,Prairies,455,10,10,455,0,455,100,2.197802198
South Indian Lake S-É,pr46,Prairies,770,0,0,770,0,770,100,0
Lynn Lake,pr46,Prairies,475,15,15,475,0,475,100,3.157894737
Churchill,pr46,Prairies,805,50,45,810,0,810,99.38271605,6.172839506
Churchill 1,pr46,Prairies,315,0,0,315,5,320,98.4375,0
Pukatawagan 198,pr46,Prairies,1810,5,5,1810,10,1820,99.45054945,0.274725275
Brochet 197,pr46,Prairies,535,0,0,535,10,545,98.16513761,0
Lac Brochet 197A,pr46,Prairies,795,0,0,795,20,815,97.54601227,0
Shamattawa 1,pr46,Prairies,980,0,0,980,15,995,98.49246231,0
Argyle No. 1,pr47,Prairies,270,5,5,270,0,270,100,1.851851852
Gainsborough,pr47,Prairies,270,5,5,270,0,270,100,1.851851852
Carievale,pr47,Prairies,235,5,5,235,0,235,100,2.127659574
Mount Pleasant No. 2,pr47,Prairies,385,5,5,385,0,385,100,1.298701299
Carnduff,pr47,Prairies,1070,25,25,1070,0,1070,100,2.336448598
Enniskillen No. 3,pr47,Prairies,450,5,5,450,0,450,100,1.111111111
Glen Ewen,pr47,Prairies,145,5,5,145,0,145,100,3.448275862
Oxbow,pr47,Prairies,1275,25,25,1275,5,1280,99.609375,1.953125
Coalfields No. 4,pr47,Prairies,375,0,0,375,0,375,100,0
Frobisher,pr47,Prairies,170,5,5,170,0,170,100,2.941176471
North Portal,pr47,Prairies,145,5,5,145,0,145,100,3.448275862
Roche Percée,pr47,Prairies,155,10,10,155,0,155,100,6.451612903
Bienfait,pr47,Prairies,780,15,15,780,0,780,100,1.923076923
Estevan No. 5,pr47,Prairies,1140,35,35,1140,0,1140,100,3.070175439
Estevan,pr47,Prairies,10800,350,350,10800,40,10840,99.63099631,3.228782288
Benson No. 35,pr47,Prairies,495,15,15,495,0,495,100,3.03030303
Browning No. 34,pr47,Prairies,400,5,5,400,0,400,100,1.25
Lampman,pr47,Prairies,695,20,20,695,0,695,100,2.877697842
Moose Creek No. 33,pr47,Prairies,370,15,15,370,0,370,100,4.054054054
Alameda,pr47,Prairies,345,5,5,345,0,345,100,1.449275362
Reciprocity No. 32,pr47,Prairies,390,60,55,395,0,395,98.73417722,15.18987342
